village_id,year,month,depth_m,change_from_prev_year_m,quality,data_source
JMN004,2022,1,17.15,0.35,good,estimated
JMN004,2022,2,17.15,0.35,good,estimated
JMN004,2022,3,17.15,0.35,good,estimated
JMN004,2022,4,18.75,0.35,moderate,estimated
JMN004,2022,5,18.75,0.35,moderate,estimated
JMN004,2022,6,18.75,0.35,moderate,estimated
JMN004,2022,7,17.15,0.35,good,estimated
JMN004,2022,8,17.15,0.35,good,estimated
JMN004,2022,9,15.75,0.35,good,estimated
JMN004,2022,10,15.75,0.35,good,estimated
JMN004,2022,11,15.75,0.35,good,estimated
JMN004,2022,12,17.15,0.35,good,estimated
JMN004,2023,1,17.5,0.35,good,estimated
JMN004,2023,2,17.5,0.35,good,estimated
JMN004,2023,3,17.5,0.35,good,estimated
JMN004,2023,4,19.1,0.35,moderate,estimated
JMN004,2023,5,19.1,0.35,moderate,estimated
JMN004,2023,6,19.1,0.35,moderate,estimated
JMN004,2023,7,17.5,0.35,good,estimated
JMN004,2023,8,17.5,0.35,good,estimated
JMN004,2023,9,16.1,0.35,good,estimated
JMN004,2023,10,16.1,0.35,good,estimated
JMN004,2023,11,16.1,0.35,good,estimated
JMN004,2023,12,17.5,0.35,good,estimated
JMN004,2024,1,17.85,0.35,good,estimated
JMN004,2024,2,17.85,0.35,good,estimated
JMN004,2024,3,17.85,0.35,good,estimated
JMN004,2024,4,19.45,0.35,moderate,estimated
JMN004,2024,5,19.45,0.35,moderate,estimated
JMN004,2024,6,19.45,0.35,moderate,estimated
JMN004,2024,7,17.85,0.35,good,estimated
JMN004,2024,8,17.85,0.35,good,estimated
JMN004,2024,9,16.45,0.35,good,estimated
JMN004,2024,10,16.45,0.35,good,estimated
JMN004,2024,11,16.45,0.35,good,estimated
JMN004,2024,12,17.85,0.35,good,estimated
JMN005,2019,1,19.3,0.0,moderate,estimated
JMN005,2019,2,19.3,0.0,moderate,estimated
JMN005,2019,3,19.3,0.0,moderate,estimated
JMN005,2019,4,20.9,0.0,moderate,estimated
JMN005,2019,5,20.9,0.0,moderate,estimated
JMN005,2019,6,20.9,0.0,moderate,estimated
JMN005,2019,7,19.3,0.0,moderate,estimated
JMN005,2019,8,19.3,0.0,moderate,estimated
JMN005,2019,9,17.9,0.0,good,estimated
JMN005,2019,10,17.9,0.0,good,estimated
JMN005,2019,11,17.9,0.0,good,estimated
JMN005,2019,12,19.3,0.0,moderate,estimated
JMN005,2020,1,19.65,0.35,moderate,estimated
JMN005,2020,2,19.65,0.35,moderate,estimated
JMN005,2020,3,19.65,0.35,moderate,estimated
JMN005,2020,4,21.25,0.35,moderate,estimated
JMN005,2020,5,21.25,0.35,moderate,estimated
JMN005,2020,6,21.25,0.35,moderate,estimated
JMN005,2020,7,19.65,0.35,moderate,estimated
JMN005,2020,8,19.65,0.35,moderate,estimated
JMN005,2020,9,18.25,0.35,moderate,estimated
JMN005,2020,10,18.25,0.35,moderate,estimated
JMN005,2020,11,18.25,0.35,moderate,estimated
JMN005,2020,12,19.65,0.35,moderate,estimated
JMN005,2021,1,20.0,0.35,moderate,estimated
JMN005,2021,2,20.0,0.35,moderate,estimated
JMN005,2021,3,20.0,0.35,moderate,estimated
JMN005,2021,4,21.6,0.35,moderate,estimated
JMN005,2021,5,21.6,0.35,moderate,estimated
JMN005,2021,6,21.6,0.35,moderate,estimated
JMN005,2021,7,20.0,0.35,moderate,estimated
JMN005,2021,8,20.0,0.35,moderate,estimated
JMN005,2021,9,18.6,0.35,moderate,estimated
JMN005,2021,10,18.6,0.35,moderate,estimated
JMN005,2021,11,18.6,0.35,moderate,estimated
JMN005,2021,12,20.0,0.35,moderate,estimated
JMN005,2022,1,20.35,0.35,moderate,estimated
JMN005,2022,2,20.35,0.35,moderate,estimated
JMN005,2022,3,20.35,0.35,moderate,estimated
JMN005,2022,4,21.95,0.35,moderate,estimated
JMN005,2022,5,21.95,0.35,moderate,estimated
JMN005,2022,6,21.95,0.35,moderate,estimated
JMN005,2022,7,20.35,0.35,moderate,estimated
JMN005,2022,8,20.35,0.35,moderate,estimated
JMN005,2022,9,18.95,0.35,moderate,estimated
JMN005,2022,10,18.95,0.35,moderate,estimated
JMN005,2022,11,18.95,0.35,moderate,estimated
JMN005,2022,12,20.35,0.35,moderate,estimated
JMN005,2023,1,20.7,0.35,moderate,estimated
JMN005,2023,2,20.7,0.35,moderate,estimated
JMN005,2023,3,20.7,0.35,moderate,estimated
JMN005,2023,4,22.3,0.35,moderate,estimated
JMN005,2023,5,22.3,0.35,moderate,estimated
JMN005,2023,6,22.3,0.35,moderate,estimated
JMN005,2023,7,20.7,0.35,moderate,estimated
JMN005,2023,8,20.7,0.35,moderate,estimated
JMN005,2023,9,19.3,0.35,moderate,estimated
JMN005,2023,10,19.3,0.35,moderate,estimated
JMN005,2023,11,19.3,0.35,moderate,estimated
JMN005,2023,12,20.7,0.35,moderate,estimated
JMN005,2024,1,21.05,0.35,moderate,estimated
JMN005,2024,2,21.05,0.35,moderate,estimated
JMN005,2024,3,21.05,0.35,moderate,estimated
JMN005,2024,4,22.65,0.35,moderate,estimated
JMN005,2024,5,22.65,0.35,moderate,estimated
JMN005,2024,6,22.65,0.35,moderate,estimated
JMN005,2024,7,21.05,0.35,moderate,estimated
JMN005,2024,8,21.05,0.35,moderate,estimated
JMN005,2024,9,19.65,0.35,moderate,estimated
JMN005,2024,10,19.65,0.35,moderate,estimated
JMN005,2024,11,19.65,0.35,moderate,estimated
JMN005,2024,12,21.05,0.35,moderate,estimated
MOR001,2019,1,26.0,0.0,saline,estimated
MOR001,2019,2,26.0,0.0,saline,estimated
MOR001,2019,3,26.0,0.0,saline,estimated
MOR001,2019,4,27.6,0.0,saline,estimated
MOR001,2019,5,27.6,0.0,saline,estimated
MOR001,2019,6,27.6,0.0,saline,estimated
MOR001,2019,7,26.0,0.0,saline,estimated
MOR001,2019,8,26.0,0.0,saline,estimated
MOR001,2019,9,24.6,0.0,moderate,estimated
MOR001,2019,10,24.6,0.0,moderate,estimated
MOR001,2019,11,24.6,0.0,moderate,estimated
MOR001,2019,12,26.0,0.0,saline,estimated
MOR001,2020,1,26.35,0.35,saline,estimated
MOR001,2020,2,26.35,0.35,saline,estimated
MOR001,2020,3,26.35,0.35,saline,estimated
MOR001,2020,4,27.95,0.35,saline,estimated
MOR001,2020,5,27.95,0.35,saline,estimated
MOR001,2020,6,27.95,0.35,saline,estimated
MOR001,2020,7,26.35,0.35,saline,estimated
MOR001,2020,8,26.35,0.35,saline,estimated
MOR001,2020,9,24.95,0.35,moderate,estimated
MOR001,2020,10,24.95,0.35,moderate,estimated
MOR001,2020,11,24.95,0.35,moderate,estimated
MOR001,2020,12,26.35,0.35,saline,estimated
MOR001,2021,1,26.7,0.35,saline,estimated
MOR001,2021,2,26.7,0.35,saline,estimated
MOR001,2021,3,26.7,0.35,saline,estimated
MOR001,2021,4,28.3,0.35,saline,estimated
MOR001,2021,5,28.3,0.35,saline,estimated
MOR001,2021,6,28.3,0.35,saline,estimated
MOR001,2021,7,26.7,0.35,saline,estimated
MOR001,2021,8,26.7,0.35,saline,estimated
MOR001,2021,9,25.3,0.35,saline,estimated
MOR001,2021,10,25.3,0.35,saline,estimated
MOR001,2021,11,25.3,0.35,saline,estimated
MOR001,2021,12,26.7,0.35,saline,estimated
MOR001,2022,1,27.05,0.35,saline,estimated
MOR001,2022,2,27.05,0.35,saline,estimated
MOR001,2022,3,27.05,0.35,saline,estimated
MOR001,2022,4,28.65,0.35,saline,estimated
MOR001,2022,5,28.65,0.35,saline,estimated
MOR001,2022,6,28.65,0.35,saline,estimated
MOR001,2022,7,27.05,0.35,saline,estimated
MOR001,2022,8,27.05,0.35,saline,estimated
MOR001,2022,9,25.65,0.35,saline,estimated
MOR001,2022,10,25.65,0.35,saline,estimated
MOR001,2022,11,25.65,0.35,saline,estimated
MOR001,2022,12,27.05,0.35,saline,estimated
MOR001,2023,1,27.4,0.35,saline,estimated
MOR001,2023,2,27.4,0.35,saline,estimated
MOR001,2023,3,27.4,0.35,saline,estimated
MOR001,2023,4,29.0,0.35,saline,estimated
MOR001,2023,5,29.0,0.35,saline,estimated
MOR001,2023,6,29.0,0.35,saline,estimated
MOR001,2023,7,27.4,0.35,saline,estimated
MOR001,2023,8,27.4,0.35,saline,estimated
MOR001,2023,9,26.0,0.35,saline,estimated
MOR001,2023,10,26.0,0.35,saline,estimated
MOR001,2023,11,26.0,0.35,saline,estimated
MOR001,2023,12,27.4,0.35,saline,estimated
MOR001,2024,1,27.75,0.35,saline,estimated
MOR001,2024,2,27.75,0.35,saline,estimated
MOR001,2024,3,27.75,0.35,saline,estimated
MOR001,2024,4,29.35,0.35,saline,estimated
MOR001,2024,5,29.35,0.35,saline,estimated
MOR001,2024,6,29.35,0.35,saline,estimated
MOR001,2024,7,27.75,0.35,saline,estimated
MOR001,2024,8,27.75,0.35,saline,estimated
MOR001,2024,9,26.35,0.35,saline,estimated
MOR001,2024,10,26.35,0.35,saline,estimated
MOR001,2024,11,26.35,0.35,saline,estimated
MOR001,2024,12,27.75,0.35,saline,estimated
MOR002,2019,1,24.4,0.0,moderate,estimated
MOR002,2019,2,24.4,0.0,moderate,estimated
MOR002,2019,3,24.4,0.0,moderate,estimated
MOR002,2019,4,26.0,0.0,saline,estimated
MOR002,2019,5,26.0,0.0,saline,estimated
MOR002,2019,6,26.0,0.0,saline,estimated
MOR002,2019,7,24.4,0.0,moderate,estimated
MOR002,2019,8,24.4,0.0,moderate,estimated
MOR002,2019,9,23.0,0.0,moderate,estimated
MOR002,2019,10,23.0,0.0,moderate,estimated
MOR002,2019,11,23.0,0.0,moderate,estimated
MOR002,2019,12,24.4,0.0,moderate,estimated
MOR002,2020,1,24.75,0.35,moderate,estimated
MOR002,2020,2,24.75,0.35,moderate,estimated
MOR002,2020,3,24.75,0.35,moderate,estimated
MOR002,2020,4,26.35,0.35,saline,estimated
MOR002,2020,5,26.35,0.35,saline,estimated
MOR002,2020,6,26.35,0.35,saline,estimated
MOR002,2020,7,24.75,0.35,moderate,estimated
MOR002,2020,8,24.75,0.35,moderate,estimated
MOR002,2020,9,23.35,0.35,moderate,estimated
MOR002,2020,10,23.35,0.35,moderate,estimated
MOR002,2020,11,23.35,0.35,moderate,estimated
MOR002,2020,12,24.75,0.35,moderate,estimated
MOR002,2021,1,25.1,0.35,saline,estimated
MOR002,2021,2,25.1,0.35,saline,estimated
MOR002,2021,3,25.1,0.35,saline,estimated
MOR002,2021,4,26.7,0.35,saline,estimated
MOR002,2021,5,26.7,0.35,saline,estimated
MOR002,2021,6,26.7,0.35,saline,estimated
MOR002,2021,7,25.1,0.35,saline,estimated
MOR002,2021,8,25.1,0.35,saline,estimated
MOR002,2021,9,23.7,0.35,moderate,estimated
MOR002,2021,10,23.7,0.35,moderate,estimated
MOR002,2021,11,23.7,0.35,moderate,estimated
MOR002,2021,12,25.1,0.35,saline,estimated
MOR002,2022,1,25.45,0.35,saline,estimated
MOR002,2022,2,25.45,0.35,saline,estimated
MOR002,2022,3,25.45,0.35,saline,estimated
MOR002,2022,4,27.05,0.35,saline,estimated
MOR002,2022,5,27.05,0.35,saline,estimated
MOR002,2022,6,27.05,0.35,saline,estimated
MOR002,2022,7,25.45,0.35,saline,estimated
MOR002,2022,8,25.45,0.35,saline,estimated
MOR002,2022,9,24.05,0.35,moderate,estimated
MOR002,2022,10,24.05,0.35,moderate,estimated
MOR002,2022,11,24.05,0.35,moderate,estimated
MOR002,2022,12,25.45,0.35,saline,estimated
MOR002,2023,1,25.8,0.35,saline,estimated
MOR002,2023,2,25.8,0.35,saline,estimated
MOR002,2023,3,25.8,0.35,saline,estimated
MOR002,2023,4,27.4,0.35,saline,estimated
MOR002,2023,5,27.4,0.35,saline,estimated
MOR002,2023,6,27.4,0.35,saline,estimated
MOR002,2023,7,25.8,0.35,saline,estimated
MOR002,2023,8,25.8,0.35,saline,estimated
MOR002,2023,9,24.4,0.35,moderate,estimated
MOR002,2023,10,24.4,0.35,moderate,estimated
MOR002,2023,11,24.4,0.35,moderate,estimated
MOR002,2023,12,25.8,0.35,saline,estimated
MOR002,2024,1,26.15,0.35,saline,estimated
MOR002,2024,2,26.15,0.35,saline,estimated
MOR002,2024,3,26.15,0.35,saline,estimated
MOR002,2024,4,27.75,0.35,saline,estimated
MOR002,2024,5,27.75,0.35,saline,estimated
MOR002,2024,6,27.75,0.35,saline,estimated
MOR002,2024,7,26.15,0.35,saline,estimated
MOR002,2024,8,26.15,0.35,saline,estimated
MOR002,2024,9,24.75,0.35,moderate,estimated
MOR002,2024,10,24.75,0.35,moderate,estimated
MOR002,2024,11,24.75,0.35,moderate,estimated
MOR002,2024,12,26.15,0.35,saline,estimated
MOR003,2019,1,26.7,0.0,saline,estimated
MOR003,2019,2,26.7,0.0,saline,estimated
MOR003,2019,3,26.7,0.0,saline,estimated
MOR003,2019,4,28.3,0.0,saline,estimated
MOR003,2019,5,28.3,0.0,saline,estimated
MOR003,2019,6,28.3,0.0,saline,estimated
MOR003,2019,7,26.7,0.0,saline,estimated
MOR003,2019,8,26.7,0.0,saline,estimated
MOR003,2019,9,25.3,0.0,saline,estimated
MOR003,2019,10,25.3,0.0,saline,estimated
MOR003,2019,11,25.3,0.0,saline,estimated
MOR003,2019,12,26.7,0.0,saline,estimated
MOR003,2020,1,27.05,0.35,saline,estimated
MOR003,2020,2,27.05,0.35,saline,estimated
MOR003,2020,3,27.05,0.35,saline,estimated
MOR003,2020,4,28.65,0.35,saline,estimated
MOR003,2020,5,28.65,0.35,saline,estimated
MOR003,2020,6,28.65,0.35,saline,estimated
MOR003,2020,7,27.05,0.35,saline,estimated
MOR003,2020,8,27.05,0.35,saline,estimated
MOR003,2020,9,25.65,0.35,saline,estimated
MOR003,2020,10,25.65,0.35,saline,estimated
MOR003,2020,11,25.65,0.35,saline,estimated
MOR003,2020,12,27.05,0.35,saline,estimated
MOR003,2021,1,27.4,0.35,saline,estimated
MOR003,2021,2,27.4,0.35,saline,estimated
MOR003,2021,3,27.4,0.35,saline,estimated
MOR003,2021,4,29.0,0.35,saline,estimated
MOR003,2021,5,29.0,0.35,saline,estimated
MOR003,2021,6,29.0,0.35,saline,estimated
MOR003,2021,7,27.4,0.35,saline,estimated
MOR003,2021,8,27.4,0.35,saline,estimated
MOR003,2021,9,26.0,0.35,saline,estimated
MOR003,2021,10,26.0,0.35,saline,estimated
MOR003,2021,11,26.0,0.35,saline,estimated
MOR003,2021,12,27.4,0.35,saline,estimated
MOR003,2022,1,27.75,0.35,saline,estimated
MOR003,2022,2,27.75,0.35,saline,estimated
MOR003,2022,3,27.75,0.35,saline,estimated
MOR003,2022,4,29.35,0.35,saline,estimated
MOR003,2022,5,29.35,0.35,saline,estimated
MOR003,2022,6,29.35,0.35,saline,estimated
MOR003,2022,7,27.75,0.35,saline,estimated
MOR003,2022,8,27.75,0.35,saline,estimated
MOR003,2022,9,26.35,0.35,saline,estimated
MOR003,2022,10,26.35,0.35,saline,estimated
MOR003,2022,11,26.35,0.35,saline,estimated
MOR003,2022,12,27.75,0.35,saline,estimated
MOR003,2023,1,28.1,0.35,saline,estimated
MOR003,2023,2,28.1,0.35,saline,estimated
MOR003,2023,3,28.1,0.35,saline,estimated
MOR003,2023,4,29.7,0.35,saline,estimated
MOR003,2023,5,29.7,0.35,saline,estimated
MOR003,2023,6,29.7,0.35,saline,estimated
MOR003,2023,7,28.1,0.35,saline,estimated
MOR003,2023,8,28.1,0.35,saline,estimated
MOR003,2023,9,26.7,0.35,saline,estimated
MOR003,2023,10,26.7,0.35,saline,estimated
MOR003,2023,11,26.7,0.35,saline,estimated
MOR003,2023,12,28.1,0.35,saline,estimated
MOR003,2024,1,28.45,0.35,saline,estimated
MOR003,2024,2,28.45,0.35,saline,estimated
MOR003,2024,3,28.45,0.35,saline,estimated
MOR003,2024,4,30.05,0.35,saline,estimated
MOR003,2024,5,30.05,0.35,saline,estimated
MOR003,2024,6,30.05,0.35,saline,estimated
MOR003,2024,7,28.45,0.35,saline,estimated
MOR003,2024,8,28.45,0.35,saline,estimated
MOR003,2024,9,27.05,0.35,saline,estimated
MOR003,2024,10,27.05,0.35,saline,estimated
MOR003,2024,11,27.05,0.35,saline,estimated
MOR003,2024,12,28.45,0.35,saline,estimated
MOR004,2019,1,28.3,0.0,saline,estimated
MOR004,2019,2,28.3,0.0,saline,estimated
MOR004,2019,3,28.3,0.0,saline,estimated
MOR004,2019,4,29.9,0.0,saline,estimated
MOR004,2019,5,29.9,0.0,saline,estimated
MOR004,2019,6,29.9,0.0,saline,estimated
MOR004,2019,7,28.3,0.0,saline,estimated
MOR004,2019,8,28.3,0.0,saline,estimated
MOR004,2019,9,26.9,0.0,saline,estimated
MOR004,2019,10,26.9,0.0,saline,estimated
MOR004,2019,11,26.9,0.0,saline,estimated
MOR004,2019,12,28.3,0.0,saline,estimated
MOR004,2020,1,28.65,0.35,saline,estimated
MOR004,2020,2,28.65,0.35,saline,estimated
MOR004,2020,3,28.65,0.35,saline,estimated
MOR004,2020,4,30.25,0.35,saline,estimated
MOR004,2020,5,30.25,0.35,saline,estimated
MOR004,2020,6,30.25,0.35,saline,estimated
MOR004,2020,7,28.65,0.35,saline,estimated
MOR004,2020,8,28.65,0.35,saline,estimated
MOR004,2020,9,27.25,0.35,saline,estimated
MOR004,2020,10,27.25,0.35,saline,estimated
MOR004,2020,11,27.25,0.35,saline,estimated
MOR004,2020,12,28.65,0.35,saline,estimated
MOR004,2021,1,29.0,0.35,saline,estimated
MOR004,2021,2,29.0,0.35,saline,estimated
MOR004,2021,3,29.0,0.35,saline,estimated
MOR004,2021,4,30.6,0.35,saline,estimated
MOR004,2021,5,30.6,0.35,saline,estimated
MOR004,2021,6,30.6,0.35,saline,estimated
MOR004,2021,7,29.0,0.35,saline,estimated
MOR004,2021,8,29.0,0.35,saline,estimated
MOR004,2021,9,27.6,0.35,saline,estimated
MOR004,2021,10,27.6,0.35,saline,estimated
MOR004,2021,11,27.6,0.35,saline,estimated
MOR004,2021,12,29.0,0.35,saline,estimated
MOR004,2022,1,29.35,0.35,saline,estimated
MOR004,2022,2,29.35,0.35,saline,estimated
MOR004,2022,3,29.35,0.35,saline,estimated
MOR004,2022,4,30.95,0.35,saline,estimated
MOR004,2022,5,30.95,0.35,saline,estimated
MOR004,2022,6,30.95,0.35,saline,estimated
MOR004,2022,7,29.35,0.35,saline,estimated
MOR004,2022,8,29.35,0.35,saline,estimated
MOR004,2022,9,27.95,0.35,saline,estimated
MOR004,2022,10,27.95,0.35,saline,estimated
MOR004,2022,11,27.95,0.35,saline,estimated
MOR004,2022,12,29.35,0.35,saline,estimated
MOR004,2023,1,29.7,0.35,saline,estimated
MOR004,2023,2,29.7,0.35,saline,estimated
MOR004,2023,3,29.7,0.35,saline,estimated
MOR004,2023,4,31.3,0.35,saline,estimated
MOR004,2023,5,31.3,0.35,saline,estimated
MOR004,2023,6,31.3,0.35,saline,estimated
MOR004,2023,7,29.7,0.35,saline,estimated
MOR004,2023,8,29.7,0.35,saline,estimated
MOR004,2023,9,28.3,0.35,saline,estimated
MOR004,2023,10,28.3,0.35,saline,estimated
MOR004,2023,11,28.3,0.35,saline,estimated
MOR004,2023,12,29.7,0.35,saline,estimated
MOR004,2024,1,30.05,0.35,saline,estimated
MOR004,2024,2,30.05,0.35,saline,estimated
MOR004,2024,3,30.05,0.35,saline,estimated
MOR004,2024,4,31.65,0.35,saline,estimated
MOR004,2024,5,31.65,0.35,saline,estimated
MOR004,2024,6,31.65,0.35,saline,estimated
MOR004,2024,7,30.05,0.35,saline,estimated
MOR004,2024,8,30.05,0.35,saline,estimated
MOR004,2024,9,28.65,0.35,saline,estimated
MOR004,2024,10,28.65,0.35,saline,estimated
MOR004,2024,11,28.65,0.35,saline,estimated
MOR004,2024,12,30.05,0.35,saline,estimated
PBD001,2019,1,13.4,0.0,good,estimated
PBD001,2019,2,13.4,0.0,good,estimated
PBD001,2019,3,13.4,0.0,good,estimated
PBD001,2019,4,15.0,0.0,good,estimated
PBD001,2019,5,15.0,0.0,good,estimated
PBD001,2019,6,15.0,0.0,good,estimated
PBD001,2019,7,13.4,0.0,good,estimated
PBD001,2019,8,13.4,0.0,good,estimated
PBD001,2019,9,12.0,0.0,good,estimated
PBD001,2019,10,12.0,0.0,good,estimated
PBD001,2019,11,12.0,0.0,good,estimated
PBD001,2019,12,13.4,0.0,good,estimated
PBD001,2020,1,13.75,0.35,good,estimated
PBD001,2020,2,13.75,0.35,good,estimated
PBD001,2020,3,13.75,0.35,good,estimated
PBD001,2020,4,15.35,0.35,good,estimated
PBD001,2020,5,15.35,0.35,good,estimated
PBD001,2020,6,15.35,0.35,good,estimated
PBD001,2020,7,13.75,0.35,good,estimated
PBD001,2020,8,13.75,0.35,good,estimated
PBD001,2020,9,12.35,0.35,good,estimated
PBD001,2020,10,12.35,0.35,good,estimated
PBD001,2020,11,12.35,0.35,good,estimated
PBD001,2020,12,13.75,0.35,good,estimated
PBD001,2021,1,14.1,0.35,good,estimated
PBD001,2021,2,14.1,0.35,good,estimated
PBD001,2021,3,14.1,0.35,good,estimated
PBD001,2021,4,15.7,0.35,good,estimated
PBD001,2021,5,15.7,0.35,good,estimated
PBD001,2021,6,15.7,0.35,good,estimated
PBD001,2021,7,14.1,0.35,good,estimated
PBD001,2021,8,14.1,0.35,good,estimated
PBD001,2021,9,12.7,0.35,good,estimated
PBD001,2021,10,12.7,0.35,good,estimated
PBD001,2021,11,12.7,0.35,good,estimated
PBD001,2021,12,14.1,0.35,good,estimated
PBD001,2022,1,14.45,0.35,good,estimated
PBD001,2022,2,14.45,0.35,good,estimated
PBD001,2022,3,14.45,0.35,good,estimated
PBD001,2022,4,16.05,0.35,good,estimated
PBD001,2022,5,16.05,0.35,good,estimated
PBD001,2022,6,16.05,0.35,good,estimated
PBD001,2022,7,14.45,0.35,good,estimated
PBD001,2022,8,14.45,0.35,good,estimated
PBD001,2022,9,13.05,0.35,good,estimated
PBD001,2022,10,13.05,0.35,good,estimated
PBD001,2022,11,13.05,0.35,good,estimated
PBD001,2022,12,14.45,0.35,good,estimated
PBD001,2023,1,14.8,0.35,good,estimated
PBD001,2023,2,14.8,0.35,good,estimated
PBD001,2023,3,14.8,0.35,good,estimated
PBD001,2023,4,16.4,0.35,good,estimated
PBD001,2023,5,16.4,0.35,good,estimated
PBD001,2023,6,16.4,0.35,good,estimated
PBD001,2023,7,14.8,0.35,good,estimated
PBD001,2023,8,14.8,0.35,good,estimated
PBD001,2023,9,13.4,0.35,good,estimated
PBD001,2023,10,13.4,0.35,good,estimated
PBD001,2023,11,13.4,0.35,good,estimated
PBD001,2023,12,14.8,0.35,good,estimated
PBD001,2024,1,15.15,0.35,good,estimated
PBD001,2024,2,15.15,0.35,good,estimated
PBD001,2024,3,15.15,0.35,good,estimated
PBD001,2024,4,16.75,0.35,good,estimated
PBD001,2024,5,16.75,0.35,good,estimated
PBD001,2024,6,16.75,0.35,good,estimated
PBD001,2024,7,15.15,0.35,good,estimated
PBD001,2024,8,15.15,0.35,good,estimated
PBD001,2024,9,13.75,0.35,good,estimated
PBD001,2024,10,13.75,0.35,good,estimated
PBD001,2024,11,13.75,0.35,good,estimated
PBD001,2024,12,15.15,0.35,good,estimated
PBD002,2019,1,13.0,0.0,good,estimated
PBD002,2019,2,13.0,0.0,good,estimated
PBD002,2019,3,13.0,0.0,good,estimated
PBD002,2019,4,14.6,0.0,good,estimated
PBD002,2019,5,14.6,0.0,good,estimated
PBD002,2019,6,14.6,0.0,good,estimated
PBD002,2019,7,13.0,0.0,good,estimated
PBD002,2019,8,13.0,0.0,good,estimated
PBD002,2019,9,11.6,0.0,good,estimated
PBD002,2019,10,11.6,0.0,good,estimated
PBD002,2019,11,11.6,0.0,good,estimated
PBD002,2019,12,13.0,0.0,good,estimated
PBD002,2020,1,13.35,0.35,good,estimated
PBD002,2020,2,13.35,0.35,good,estimated
PBD002,2020,3,13.35,0.35,good,estimated
PBD002,2020,4,14.95,0.35,good,estimated
PBD002,2020,5,14.95,0.35,good,estimated
PBD002,2020,6,14.95,0.35,good,estimated
PBD002,2020,7,13.35,0.35,good,estimated
PBD002,2020,8,13.35,0.35,good,estimated
PBD002,2020,9,11.95,0.35,good,estimated
PBD002,2020,10,11.95,0.35,good,estimated
PBD002,2020,11,11.95,0.35,good,estimated
PBD002,2020,12,13.35,0.35,good,estimated
PBD002,2021,1,13.7,0.35,good,estimated
PBD002,2021,2,13.7,0.35,good,estimated
PBD002,2021,3,13.7,0.35,good,estimated
PBD002,2021,4,15.3,0.35,good,estimated
PBD002,2021,5,15.3,0.35,good,estimated
PBD002,2021,6,15.3,0.35,good,estimated
PBD002,2021,7,13.7,0.35,good,estimated
PBD002,2021,8,13.7,0.35,good,estimated
PBD002,2021,9,12.3,0.35,good,estimated
PBD002,2021,10,12.3,0.35,good,estimated
PBD002,2021,11,12.3,0.35,good,estimated
PBD002,2021,12,13.7,0.35,good,estimated
PBD002,2022,1,14.05,0.35,good,estimated
PBD002,2022,2,14.05,0.35,good,estimated
PBD002,2022,3,14.05,0.35,good,estimated
PBD002,2022,4,15.65,0.35,good,estimated
PBD002,2022,5,15.65,0.35,good,estimated
PBD002,2022,6,15.65,0.35,good,estimated
PBD002,2022,7,14.05,0.35,good,estimated
PBD002,2022,8,14.05,0.35,good,estimated
PBD002,2022,9,12.65,0.35,good,estimated
PBD002,2022,10,12.65,0.35,good,estimated
PBD002,2022,11,12.65,0.35,good,estimated
PBD002,2022,12,14.05,0.35,good,estimated
PBD002,2023,1,14.4,0.35,good,estimated
PBD002,2023,2,14.4,0.35,good,estimated
PBD002,2023,3,14.4,0.35,good,estimated
PBD002,2023,4,16.0,0.35,good,estimated
PBD002,2023,5,16.0,0.35,good,estimated
PBD002,2023,6,16.0,0.35,good,estimated
PBD002,2023,7,14.4,0.35,good,estimated
PBD002,2023,8,14.4,0.35,good,estimated
PBD002,2023,9,13.0,0.35,good,estimated
PBD002,2023,10,13.0,0.35,good,estimated
PBD002,2023,11,13.0,0.35,good,estimated
PBD002,2023,12,14.4,0.35,good,estimated
PBD002,2024,1,14.75,0.35,good,estimated
PBD002,2024,2,14.75,0.35,good,estimated
PBD002,2024,3,14.75,0.35,good,estimated
PBD002,2024,4,16.35,0.35,good,estimated
PBD002,2024,5,16.35,0.35,good,estimated
PBD002,2024,6,16.35,0.35,good,estimated
PBD002,2024,7,14.75,0.35,good,estimated
PBD002,2024,8,14.75,0.35,good,estimated
PBD002,2024,9,13.35,0.35,good,estimated
PBD002,2024,10,13.35,0.35,good,estimated
PBD002,2024,11,13.35,0.35,good,estimated
PBD002,2024,12,14.75,0.35,good,estimated
PBD003,2019,1,12.1,0.0,good,estimated
PBD003,2019,2,12.1,0.0,good,estimated
PBD003,2019,3,12.1,0.0,good,estimated
PBD003,2019,4,13.7,0.0,good,estimated
PBD003,2019,5,13.7,0.0,good,estimated
PBD003,2019,6,13.7,0.0,good,estimated
PBD003,2019,7,12.1,0.0,good,estimated
PBD003,2019,8,12.1,0.0,good,estimated
PBD003,2019,9,10.7,0.0,good,estimated
PBD003,2019,10,10.7,0.0,good,estimated
PBD003,2019,11,10.7,0.0,good,estimated
PBD003,2019,12,12.1,0.0,good,estimated
PBD003,2020,1,12.45,0.35,good,estimated
PBD003,2020,2,12.45,0.35,good,estimated
PBD003,2020,3,12.45,0.35,good,estimated
PBD003,2020,4,14.05,0.35,good,estimated
PBD003,2020,5,14.05,0.35,good,estimated
PBD003,2020,6,14.05,0.35,good,estimated
PBD003,2020,7,12.45,0.35,good,estimated
PBD003,2020,8,12.45,0.35,good,estimated
PBD003,2020,9,11.05,0.35,good,estimated
PBD003,2020,10,11.05,0.35,good,estimated
